Vernier Format 2
Ge_Messung.cmbl 06.10.2014 12:49:07 ,
Latest
Time	Potential	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

79,5	54,4240538967	0,023199	0,029304	2688,49357852	0,46085287683
80	54,6850797651	0,00732601	0,020757	2697,22667576	0,45936072453
80,5	55,2071315019	0,043956	0,020757	2714,52474797	0,456433488376
81	55,4681573703	0,00732601	0,035409	2723,08936392	0,454997921264
81,5	55,9902091071	0,010989	0,014652	2740,04886672	0,452181716556
82	56,2512349755	0,00610501	0,023199	2748,44340158	0,450800623833
82,5	56,8385431794	0,00610501	0,00732601	2767,12227538	0,447757589546
83	57,0995690478	0,00610501	0,034188	2775,33078724	0,446433270475
83,5	57,6216207846	0,00610501	0,013431	2791,57483649	0,44383549522
84	57,882646653	0,00610501	0,040293	2799,61003673	0,442561636708
84,5	58,4046983898	0,00610501	0,018315	2815,50595459	0,440063001103
85	58,6657242582	0,00610501	0,018315	2823,36634229	0,43883784454
85,5	58,9267501266	0,00610501	0,00854701	2831,16813125	0,437628548557
86	59,4488018634	0,00610501	0,015873	2846,59526645	0,43525681877
86,5	59,7098277318	0,00610501	0,031746	2854,2202925	0,434094033757
Vernier Format 2
Ge_Messung.cmbl 06.10.2014 12:49:07 ,
Latest 3
Time	Winkel	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

 	 	 	 	 	 
Vernier Format 2
Ge_Messung.cmbl 06.10.2014 12:49:07 ,
Latest 4
Time	Winkel	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

 	 	 	 	 	 
