Vernier Format 2
Si_Lampe.cmbl 06.10.2014 11:57:35 ,
Latest
Time	Potential	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

112,5	82,0927959471	0,040293	0,00854701	1636,04261448	0,757315236799
113	82,3538218155	0,029304	0,00976801	1637,06083548	0,756844200989
113,5	82,5495912168	0,025641	0,00732601	1637,80220491	0,756501607023
114	82,5495912168	0,018315	0,00976801	1637,80220491	0,756501607023
114,5	82,6148423394	0,015873	0,00854701	1638,04505961	0,756389448954
Vernier Format 2
Si_Lampe.cmbl 06.10.2014 11:57:35 ,
Latest 2
Time	Winkel	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

 	 	 	 	 	 
